jitter_duration,background_color,reappraise_or_look,image_file
0.8847,#00cd00,Resources/look.jpg,Resources/candy1.jpg
1.2639,#00cd00,Resources/look.jpg,Resources/H64.jpg
1.0111,#0000ff,Resources/reappraise.jpg,Resources/candy2.jpg
1.0111,#00cd00,Resources/look.jpg,Resources/L82.jpg
0.7583,#0000ff,Resources/reappraise.jpg,Resources/candy3.jpg
